"annotation_id","annotator","c4_id","cleaning_other","cleaning_quality","comments","content_moderation","created_at","document_type","document_type_other","id","lead_time","metadata","pii_labels","privacy_other","privacy_type","quality_score","readability","readability_other","text","timestamp","topic","topic_other","updated_at","url"
| WFT         | C119     | C     | 1     | 48-9254        |
| WFTB        | E105     | E     | 1     | 48-0306        |

2. The Administration is not bound to accept the lowest or any tender and reserves the right to accept a portion of a tender.

3. In the case of each W.F.T.B. tender the tenderer must pay a deposit of R4 before he will be supplied with the tender documents. Such deposit must be in the form of cash, a bank initialled cheque, or a department standing deposit receipt (R10). The said deposit will be refunded if a bona fide tender is received from the tenderer and all the tender documents including plans, specifications and bills of quantities are returned by the tenderer within 14 days after the closing date of the tender to the relative address shown in note 1 above.

4. All tenders must be submitted on the Administration's official tender forms.

5. Each tender must be submitted in a separate sealed envelope addressed to the Chairman, Transvaal Provincial Tender Board, P.O. Box 1040, Pretoria, and must be clearly superscribed to show the tenderer's name and address, as well as the number, description and closing date of the tender. Tenders must be in the hands of the Chairman by 11h00 on the closing date indicated above.

6. If tenders are delivered by hand, they must be deposited in the Formal Tender Box at the Enquiry Office in the foyer of the New Provincial Building, at the Pretorius Street main entrance (near Bosman Street corner), Pretoria, by 11h00 on the closing date.

J. H. Conradie, Chairman, Transvaal Provincial Tender Board, Pretoria, 25 June, 1980.

BELANGRIKE OPMERKINGS.

1. Die betrokke tenderdokumente, met inbegrip van die amptelike tendervorms van die Administrasie, is op aanvraag by die onderstaande adresse verkrygbaar. Sodanige dokumente asmede enige tender/kontrakvoorwaardes wat nie in die tenderdokumente opgeneem is nie, is ook by die genoemde adres vir inspeksie verkrygbaar.

| Tender verwysing | Posadres te Pretoria | Kantoor in Nuwe Provisiale Gebou, Pretoria |
|------------------|----------------------|-------------------------------------------|
| HA 1 & HA 2      | Direkteur van Hospitaaldienste, Privaatsak X221. | A740 | A | 7 | 48-9260 |
| HB               | Direkteur van Hospitaaldienste, Privaatsak X221. | A728 | A | 7 | 48-9205 |
| HC               | Direkteur van Hospitaaldienste, Privaatsak X221. | A728 | A | 7 | 48-9204 |
| HD               | Direkteur van Hospitaaldienste, Privaatsak X221. | A730 | A | 7 | 48-0354 |
| PFT              | Provisiale Sekretaris (Aankope en Voorrade), Privaatsak X64. | A1119 | A | 11 | 48-0924 |
| RFT              | Direkteur, Transvalse Paaietedepartement, Privaatsak X197. | D307 | D | 3 | 48-0530 |
| TOD              | Direkteur, Transvalse Onderwysdepartement, Privaatsak X76. | A490 | A | 4 | 48-9231 |
|                 |                     | A489 |       |       | 48-9437 |
| WFT              | Direkteur, Transvalse Werkedepartement, Privaatsak X228. | C119 | C | 1 | 48-9254 |
| WFTB             | Direkteur, Transvalse Werkedepartement, Privaatsak X228. | E105 | E | 1 | 48-0306 |

2. Die Administrasie is nie daartoe verplig om die laagste of enige tender aan te neem nie en behou hom die reg voor om 'n gedeelte van 'n tender aan te neem.

In die geval van elke W.F.T.B.-tender moet die tenderaar 'n deposito van R4 stort afvorens by die tenderdokumente voorsien sal word. Sodanige deposito moet in kontantgeld wees, 'n tjeuk deur die bank geparafeer of 'n departementele legorder kwitantie (R10). Geneemde depositobedrag sal terugbetaal word as 'n bona fide-inskrywing van die tenderaar ontvang word of as die tenderdokumente, met inbegrip van planne, spesifikasies en bille van bedielyste, binne 14 dae na die sluitingsdatum van die tenderaar teruggegee word na die betrokke adres in opmerking 1 hierbo aangestopt.

4. Alle tenders moet op die amptelike tendervorm van die Administrasie voorgele word.

5. Iedere inskrywing moet in 'n afsonderlike verseilde koertier ingedien word, gedadresseer aan die Voorsitter, Die Transvalse Provisiale Tenderraad, Posbus 1040, Pretoria, en moet duidelik van die opskrif voorsien wees ten einde die tenderaar se naam en adres aan te toon, asook die nommer, beskrywing en sluitingsdatum van die tender. Inskrywings moet teen 11h00 op die hande van die hierdie aangekondigde voorsitter oorhandig word.

6. Indien inskrywings per hand ingegee word, moet hulle teen 11h00 op die sluitingsdatum in die Formele Tenderbus geplaas wees by die navraagkantoor in die voorportaal van die nuwe Provisiale Gebou by die hoofingang aan Pretoriusstraat se kant (naby die hoek van Bosmanstraat), Pretoria.

J. H. Conradie, Voorsitter, Transvalse Provisiale Tenderraad, Pretoria, 25 Junie 1980.

Notice is hereby given in terms of section 5 of Ordinance No. 44 of 1904 that the Transvaal Board for the Development of Peri-Urban Areas has petitioned and Honorable the Administrator, Province of Transvaal to proclaim as public road the road more fully described in the Schedule appended hereto.

Copies of the petition and diagram attached thereto are open for inspection at the Board's Head Office, Room B501, H.B. Phillips Building, 320 Bosman Street, Pretoria.

Objections, if any, to the proclamation of this road must be lodged in writing and in duplicate with the Director of Local Government, Private Bag X437, Pretoria, 0001 and the Acting Secretary, Transvaal Board for the Development of Peri-Urban Areas, P.O. Box 1341, Pretoria, 0001 not later than 8 August, 1980.

The object of the petition is to enable the Board to spend public funds on the maintenance and construction of the road once it has been proclaimed.

B. G. E. ROUX,
Acting Secretary,
P.O. Box 1341,
Pretoria.
0001.
25 June, 1980.
Notice No. 89/1980.

SCHEDULE.

A portion of land 5 metres wide bordering on the western side of Marais Street, Schoemansville Township, which portion of land extends from Scott Street to Waterfront Street, Schoemansville Township as shown on General Plan S.C.H./A. of Schoemansville Township.

Keenigsgewig geekied hiermee ingevolge artikel 5 van Ordonnansie No. 44 van 1904 dat die Transvaalse Raad vir die Ontwikkeling van Buitestedelike Gebiede Sy Edelle die Administrateur Provinsie Transvaal, versoek het om die pad, meer volledig beskryf in meegaande bylaag, tot openbare pad te proklameer.

Afskrifte van die versoekskrif en kaart wat dit vergesel lê ter insae by die Raad se Hoofkantoor, Kamer B501, H. B. Phillipsgebou, Bosmanstraat 320, Pretoria.

Besware teen die proklamering van hierdie pad, indien enige, moet skriftelik in tweevoud by die Direkteur van Plaaslike Bestuur, Privatsak X437, Pretoria, 0001 en die Wnde, Sekretaris, Transvaalse Raad vir die Ontwikkeling van Buitestedelike Gebiede, Posbus 1341, Pretoria, 0001 nie later nie as 8 Augustus 1980, ingediend word.

Die doel van die versoekskrif is om dit vir die Raad moontlik te maak om openbare fondse op die instandhouding en konstruksie van die pad te bestee sodra dit gepraklameer is.

B. G. E. ROUX,
Wnde, Sekretaris,
Posbus 1341,
Pretoria.
0001.
25 Junie 1980.
Kennisgewing No. 89/1980.

BYLAAG.

'n Grondgedeelte 5 meter wyd, aangrensend aan die oostekant van Maraisstraat, Schoemansville dorpsgebied, welke grondgedeelte strek van Scottstraat tot Waterfrontstraat, Schoemansville dorpsgebied soos aangeoog op Algemene Plan S.C.H./A. van die Schoemansville dorpsgebied.

TOWN COUNCIL OF WOLMARANSTAD.

WOLMARANSTAD DRAFT TOWN PLANNING AMENDMENT SCHEME NO. 12.

In terms of section 26 of the Town-planning and Townships Ordinance, 1965 the Town Council of Wolmaranstad has prepared a Draft Town-planning Amendment Scheme No. 12.

This Draft Scheme contains a proposal to re-zone a Portion of Park 793 adjacent to Portion 65 of Wolmaranstad Town and Townlands No. 184-H.O. for Educational purposes.

Particulars of the proposed scheme are open for inspection at the office of the Town Clerk, Municipal Office Wolmaranstad for a period of four (4) weeks from the date of the first publication of this notice. The Council will consider whether or not the Scheme should be adopted.

Any owner or occupier of immoveable property within the area of the abovementioned town-planning scheme or within 2 km of the boundary thereof has the rights to object to the scheme or to make representations in respect thereof; and if he wishes to do so he shall within four weeks of the first publication of this notice inform the local authority in writing of such objection or representation and shall state whether or not he wishes to be heard by the local authority.

H. O. SCHREUDER,
Town Clerk,
Municipal Offices,
P.O. Box 17,
Wolmaranstad.
25 June; 1980.

TOWN COUNCIL OF BENONI.

PROPOSED PERMANENT CLOSING OF A PORTION OF PORTION 175 OF THE FARM 'KLEINFONTEIN' 67-L.R.

Notice is hereby given in terms of section 68 of the Local Government Ordinance No. 17 of 1939, as amended, that the Town Council of Benoni proposes, subject to the approval of the Administrator, to permanently close that portion of Portion 175 of the Farm Kleinfontein 67-L.R., in extent 3,000m², which is situated adjacent to the north of Portion 301 of the Van Riebeeckfontein 67-L.R. (the Daveyton-Dunswart railway line) and adjacent to and east of the Benoni Lake Club to enable the Council to have the property rezoned as ""Special"" for a hotel and purposes incidental thereto.

A copy of a plan showing the portion to be closed, may be inspected during ordinary office hours at the office of the Town Secretary, Municipal Offices, Elston Avenue, Benoni.

Any person who has any objection to the proposed closing or who may have any claim for compensation if such closing is carried out, must lodge such objection or

claim in writing with the undersigned by not later than 2 September, 1980.

N. BOTHA,
Town Clerk.

Municipal Offices,
Benoni.
2 July, 1980.
Notice No. 78/1980.

STADSRaad VAN BENONI.

VOORGESTELDE PERMANENTE SLUITING VAN GEDEELTE 175 VAN DIE PLAAS KLEINFONTEIN 67-L.R.

'Kennisgewing geskied hiermee ingevolge die bepaling van artikel 68, van die Ordonnansie op Plaaslike Bestuur No. 17 van 1939, soos gewysig, dat die Stadsraad voorneem is om, behoudens die sluiting van die plaas Kleinfontein 67-L.R., groot 3:000ha. wat aangrensend geleë is en noord van Gedeelte 301 van die Plaas Kleinfontein 67-L.R. (die Daveyton-Duinswart spoorlyn) en aangrensend aan oos van die Benoni Lake Club permanent, te sluit, ten einde die gedeelte te hernoem na ""Speciaal"" vir hotel en aadelaardes in verband daarmee:

'n Afskrif van 'n plan waarop die betrokke gedeelte wat gesluit staan te word aangööd is, is gedurende gewone kantoorture in die kantoor van die Sekretaris, Munisipale Kantore, Elsontlaan, Benoni, ter insae.

Iedereen wat enige beswaar het teen die voorgestelde sluiting of wat enige eis om skadevergoeding as gevolg daarvan wil instel, moet sodanige beswaar of eis nie later nie as 2 September 1980 skriftelik by die ondergetekende indien.

N. BOTHA,
Munisipale Kantore,
Benoni.
2 Julie, 1980.
Kennisgewing No. 78/1980.

of section 16(3) are applicable, within twenty-one days after the day on which the reasons referred to therein, were forwarded to such objector, by lodging with the secretary of such board a notice of appeal in the manner and in accordance with the procedure prescribed under that section shall forward forthwith a copy of such notice of appeal to the valuer and to the local authority concerned.

(2) A local authority which is not an objector may appeal against any decision of a valuation board in the manner contemplated in subsection (1) thereof, and any person who is not an objector but who is directly affected by a decision of a valuation board may, in like manner, appeal against such decision.

A notice of appeal form may be obtained from the secretary of the valuation board.

G. J. J. VISSER,
Secretary Valuation Board.
Municipal Offices,
P.O. Box 3,
Bethal.
2310.
Notice No. 40/1980.
2 July, 1980.

BETHAL MUNICIPALITY.

INTERIM VALUATIONS 1 JULY, 1977 TO 31 MARCH, 1980.

In terms of section 14 of the Local Authorities Rating Ordinance No. 20 of 1933, as amended, notice is hereby given to all persons interested that the interim valuation roll for the period 1 July, 1977 to 31 March, 1980 has been completed and certified and that it is fixed and binding upon all parties concerned. (No person appeared before the valuation court in connection with an objection).

G. J. J. VISSER,
Clerk of the Valuation Court.
2 July, 1980.
Notice No. 41/1980.

BYLAE II.

PLAASLIKE BESTUUR VAN BETHAL WAARDERINGSLYS VIR DIE BOEKJARE 1980/1981 TOT 1982/1983.

(Kegulatie 12).

Kennis word hierby ingevoeg artikel 16(4)(a) van die Ordonnansie op Eindombelasting van Plaaslike Besture, 1977 (Ordonnansie 11 van 1977), gegoed dat die waarderingsllys vir die boekjare 1980/1981 tot 1982/1983 van alle belasbare eiendom binne die munisipaliteit deur die voorzitter van die waarderingsraad gesortifiseer en geteken is en gevolglik final en bindend geword het op alle betrokke persone soos in artikel 16(3) van daardie Ordonnansie beoog.

Die aandag word egter gevestig op artikel 17 van die gemelde Ordonnansie wat soos volg bepaal:

""Reg van appèl teen beslissing van waarderingsraad.

17.(1) 'n Beswaarmaker wat voor 'n waarderingsraad verskyn het of vertoonwoordig was, met inbegrip van 'n beswaarmaker wat 'n antwoord soos in artikel 15(4) beoog, ingedien of voorgeole het, kan teen die beslissing van sodanige raad ten opsigte waarvan hy 'n beswaarmaker is, binne dertig dae vanaf die datum van die publikasie in die Provinciale Koerant van die kennigsowing in artikel 16(4)(a) genoem dit, waar die bepaling van artikel 16(5) van toepassing ris, binne een-en-twintig dae na die dag waarop die redes daarin genoem, aan sodanige beswaarmaker vertuur is, aangeteken deur die sekretaris van waarderingsraad 'n kennigsowing van appel op die wyse soos voorgeskryf en in ooreenstemming met die procedure soos voorgeskryf in te dien en sodanige sekretaris stuur onverwyld 'n afskrif van sodanige kennigsowing van appel aan die waarderder en aan die betrokke plaaslike bestuur.

(2) 'n Plaaslike bestuur wat nie 'n beswaarmaker is nie, kan teen enige beslissing van 'n waarderingsraad appel aanteken op die wyse in subartikel (1) beoog en enige ander persoon wat nie 'n beswaarmaker is nie maar wat regstreeks deur 'n beslissing van 'n waarderingsraad geraak word, kan op dergelijke wyse, teen sodanige beslissing appel aanteken.

'n Vorm vir kennigsowing van appel kan van die sekretaris van die waarderingsraad verkry word.

G. J. J. VISSER.
Sekretaris: Waarderingsraad.

Munisipale Kantore,
Posbus 3,
Bethal.
2310.
? Julie 1980.
Kennisgewing No. 40/1980.

BETHAL MUNISIPALITEIT.

TUSSENTYDSE WAARDERINGSLYS 1 JULIE 1977 TOT 31 MAART 1980.

'Ooreenkomsig die bepaling van artikel 14 van die Plaaslike Bestuur Belastingordonnansie No. 20 van 1933, soos gewysig, word belanghebbende persone kennis geegee dat die tussentydse waarderinglys vir die tydperk 1 Julie 1977 tot 31 Maart 1980 voltooi en gesortifiseer is en dat dit vasgestel en bindend is op alle betrokke partye (nietand het nie verband met in beswaar in die waarderingshof verskyn nie).

G. J. J. VISSER.
Klerk van die Waarderingshof.
2 Julie 1980.
Kennisgewing No. 41/1980.

LOCAL AUTHORITY OF GERMISTON.

NOTICE OF GENERAL RATE OR RATES AND OF FIXED DAY FOR PAYMENT IN RESPECT OF FINANCIAL YEAR 1 JULY, 1980 TO 30 JUNE, 1981.

(Regulation 17).

Notice is hereby given that in terms of section 26(2)(a) or (b) of the Local Authorities Rating Ordinance, 1977 (Ordinance 11 of 1977), the following general rate has been levied in respect of the abovementioned financial year on rateable property recorded in the provisional valuation roll:

(a) In terms of section 21(3)(a) — on the value of any land or right in land: 4,5c in the Rand per year.

(b) In terms of section 23 — In addition to the general rate on the site value of land or on the site value of a right in land as contemplated in section 21(3)(a), a rate of 1,67c in the Rand on the value of improvements situate upon land held under mining title, not being land in

an approved township, where such land is used for residential purposes or for purposes not incidental to mining operations by a person engaged in mining operations whether such person is the holder of the mining title or not.

In terms of section 21(4) of the said Ordinance, a rebate on the general rate levied on the site value of land or any right in land entered in the valuation roll at 33\(\frac{1}{3}\) per cent is granted in respect of that class of property which is zoned in terms of a town-planning scheme as ""General Residential"" or ""Special Residential"" and on which a dwelling-house as defined by the Council exists.

The amount due for rates, as contemplated in section 27 of the said Ordinance shall be payable in two equal instalments as follows:

In respect of the first six months ending 31 December, 1980 on or before 31 October, 1980; and

In respect of the second six months ending 30 June, 1981: on or before 30 April, 1981.

Interest at the rate of 11.25 per cent per annum is chargeable on all amounts in arrear after the fixed day and defaulters are liable to legal proceedings for recovery of such arrear amounts.

J. A. DU PLESSIS,
Town Clerk.
Municipal Offices,
Germiston.
2 July, 1980.
Notice No. 76/1980.

PLAASLIKE BESTUUR VAN GERMISTON.

KENNISGEWING VAN ALGEMENE EIENDOMSBELASTING OF EIENDOMSBELASTINGS EN VAN VASGETELDE DAG VIR BETALING TEN OPSIGTE VAN DIE BOEKJAAR 1 JULIE 1980 TOT 30 JUNIE 1981.

(Regulasie 17).

Kennis word hierby gegee ingevolge artikel 26(2)(a) of (b) van die Ordonnansie op Eiendomsbelasting van Plaaslike Bestuure 1977 (Ordonnansie 11 van 1977), die volgende algemene eiendomsbelasting ten opsigte van die bogenoemde boekjaar gehef is op belasbare eiendom in die voorlopige waarderingslys opgeteken:

(a) Ingevolge artikel 21(3)(a): op die terreinwaarde van enige grond of reg in grond: 4,5c in die Rand per jaar.

(b) Ingevolge artikel 23: Benewens die algemene eiendomsbelasting op die terreinwaarde van grond of die terreinwaarde van 'n reg in grond soos in artikel 21(3)(a) beoog, 'n eiendomsbelasting van 1,67c in die Rand op die waarde van verbetering gegee op grond wat mynbetwyfelmytel gehad was nie in 'n goedgekeurde dorp nie, maar sodanige grond vir woondoeleindes of vir doeleindes wat nie tot mynbetwyfelmythe bykomstig is nie, deur iemand wat betrokke is in mynbetwyfelmythe, of sodanige persoon die houer van die myntitel is al dan nie, gebruik word.

Ingevolge artikel 21(4) van die genoemde Ordonnansie word 'n korting van 33\(\frac{1}{3}\) per cent op die algemene eiendomsbelasting gehef op die terreinwaarde van grond of enige reg in grond, genoem in paragraaf (a) hierbo, toegestaan ten opsigte van daardie klas van eiendomme wat ingevolge 'n dorpsplanningskema as ""Algemeen Woning"" of ""Speciaal Woning"" geseen is en waarop woonhuise soos deur die Raad omskryf bestaan.

Die bedrae verskuldig vir eiendomsbelasting, soos in artikel 27 van die genoemde Ordonnansie beoog, is betaalbaar in twee gelijke paaisemente en wel soos volg:

Ten opsigte van die eerste ses maande geëindig 31 Desember 1980: voor of op 31 Oktober 1980; en

Ten opsigte van die tweede ses maande geëindig 30 Junie 1981: voor of op 30 April 1981.

Rente teen 11,25 persent per jaar is op alle agterstallige bedrae na die vasgestelde dag hefbaar en wanbetalers is onderhewig aan reësproses vir die invordering van sodanige agterstallige bedrae.

J. A. DU PLESSIS,
Stadskantore,
Germiston.
2 Julie 1980.
Kennisgewing No. 76/1980.

VILLAGE COUNCIL OF GREYLINGSTAD.

ASSESSMENT RATES 1980/1981.

Notice is hereby given in terms of the Local Authorities Rating Ordinance No. 20 of 1933, as amended, that the Village Council of Greylingsstad has imposed the following rates on the site value of all rateable property within the Municipality appearing on the valuation roll, for the financial year ending 30 June, 1980.

1. An original rate of one-half cent (½) in the Rand (R1) on the site value of land appearing on the valuation roll.

2. An additional rate of two and one-half cents (2½) in the Rand (R1) on the site value of land appearing on the valuation roll.

3. Subject to the approval of the Administrator a further additional rate of seven cents (7c) in the Rand (R1) on the site value of land appearing on the valuation roll.

The rates imposed as set out above shall become due on 1 July, 1980 but shall be payable in two equal instalments, the first half payable on or before 30 September, 1980, and the second half on or before the 31 March, 1981.

In any case where the rates hereby imposed are not paid on the due date, interest will be charged at the rate of eight per cent (8%) per annum.

J. S. OLIVIER,
Town Clerk.
P.O. Box 11,
Greylingsstad.
2 July, 1980.
Notice No. 2/1980.

DORPSRAAD VAN GREYLINGSTAD.

EIENDOMSBELASTING 1980/1981.

Kennis geskied hiermee ingevolge die bepalinge van die Plaaslike Bestuursbelasting-ordonnansie N°. 20 van 1933, soos gewysig, dat die Dorpsraad van Greylingsstad die volgende belasting gehef het op die terreinwaarde van alle belasbare eiendomme binne die Munisipaliteit, soos dit in die waarderingslys verskyn, vir die boekjaar eindigende 30 Junie 1980.

1. 'n Oorspronklike belasting van eenhalf sent (½c) in die Rand (R1) op die terreinwaarde van grond soos in die waarderingslys aangegee word.

2. 'n Bykomende belasting van twee en een halwe sent (2½c) in die Rand (R1) op die terreinwaarde van alle grond.soos in die waarderingslys aangegee word.

3. Onderhewig aan die goedkeuring van die Administrator, 'n verdere bykomende belasting van sewe sent (7c) in die Rand (R1) op die terreinwaarde van alle grond soos in die waarderingslys aangegee word.

Die belasting soos hierbo gehef, word verskuldig op 1 Julie 1980 maar is betaalbaar in twee gelijke paaisemente, die eerste helfte betaalbaar voor of .op 30 September 1980, en die tweede helfte betaalbaar voor of op 31 Maart 1981. En'elke gevall waar die belastings wat hierby gehef word nie op die vasgestelde datum betaal is nie, word renteteen agt persent (8%) per jaar gehef.

J. S. OLIVIER,
Stadskantore.
Postbus 11,
Greylingsstad.
2 Julie 1980.
Kennisgewing No. 2/1980.

LOCAL AUTHORITY OF HARTBEESFONTEIN.

NOTICE OF GENERAL RATE OR RATES AND OF FIXED DAY FOR PAYMENT IN RESPECT OF FINANCIAL YEAR 1 JULY, 1980 TO 30 JUNE, 1980.

(Regulation 17).

Notice is hereby given that in terms of section 26(2)(a) or (b) of the Local Authorities Rating Ordinance; 1977 (Ordinance 11 of 1977) the following general rate has been levied in respect of the abovementioned financial year on rateable property recorded in the valuation roll:

(a) on the site value of any land or right in land:

(i) a general rate of three (3) cents in the Rand (R1); and

(ii) subject to the approval of the Administrator, a further general rate of three (3) cents in the Rand (R1).

In terms of section 21(4) of the said Ordinance, a rebate of forty (40) per cent is granted in respect of:

(i) all improved erven which are exclusively used for residential purposes; all erven in Hartbeesfontein Extension No. 1 and unproclaimed properties smaller than 1 hectare.

The amount due for rates as contemplated in section 27 of the said Ordinance shall be payable on 31 July, 1980 (the fixed day).

Interest of eleven per cent (11%) per annum is chargeable on all amounts in arrear after the fixed day and defaulters

are liable to legal proceedings for recovery of such arrear amounts.

O. J. S. OLIVIER,
Municipal Offices,
Voortrekker Road,
Hartbeesfontein.
2 July, 1980.
Notice No. 9/1980.

PLAASLIKE BESTUUR VAN HARTBEESFONTEIN.

KENNISGEWING VAN ALGEMENE EIENDOMSBELASTING OF EIENDOMSBELASTINGS EN VAN VASGESTELDE DAG VIR BETALING TEN OPSIGTE VAN DIE BOEKJAAR 1 JULIE 1980 TOT 30 JUNIE 1981.

(Regulasie 17).

Kennis word hierby gegee dat ingevolge artikel 26(2)(a) of (b) van die Ordonnansie op Eiendomsbelasting van Plaaslike Bestuur, 1977 (Ordonnansie 11 van 1977), die volgende algemene eiendomsbelasting ten opsigte van die bogenoemde boekjaar gehef is op belasbare eiendom in die waarderingslys opgeteken:

(a) op die terreinwaarde van enige grond of reg in grond:
   (i) 'n algemene belasting teen 'n tarief van drie (3) sent in die Rand (R1); en
   (ii) onderworpe aan die goedkeuring van die Administrator, 'n verdere algemene belasting teen 'n tarief van drie (3) sent in die Rand (R1).

Ingevolge artikel 21(4) van die genoemde Ordonnansie word 'n korting van veertig (40) persent toegestaan ten opsigte van:

(i) alle verbeterde erwe (wat vir woondoelindes aangewend word) op alle erwe in Hartbeesfontein Uitbreiding No. 1, en alle plaasgedeeltes kleiner dan een hektaar.

Die bedrag verskuldig vir eiendomsbelasting, soos in artikel 27 van genoemde Ordonnansie beoog, is op 31 Julie 1980 (vasgestelde dag) betaalbaar.

Rente teen elf persent (11%) per jaar is op alle agterstallige bedrae na die vasgestelde dag hefbaar en wanbetalers is onderhewig aan regsproses vir die invordering van sodanige agterstallige bedrae.

O. J. S. OLIVIER.
Munisipale Kantore,
Voortrekkerweg,
Hartbeesfontein.
2 Julie 1980.
Kennisgewing No. 9/1980.

TOWN COUNCIL OF KEMPTON PARK.

DETERMINATION OF THE TARIFF OF FEES FOR THE SALE OF RE-USABLE REFUSE BAGS.

It is hereby notified in terms of section 80B of the Local Government Ordinance, 17 of 1939, that the Council proposes to determine the following tariff of fees with effect from 1 August, 1980:

Sale of re-usable Refuse Bags.

The general purport of this determination of tariffs is as follows:

To determine a tariff of fees for the sale of re-usable refuse bags.

Copies of this proposed tariff of fees will be open for inspection at the office of the Council for a period of fourteen (14) days from the date of publication hereof.

Any person who wishes to object to the proposed tariff, must lodge his objection in writing with the undersigned on or before 18 July, 1980.

Q. W. VAN DER WALT.
Town Clerk.
Margaret Avenue,
P.O. Box 13,
Kempton Park.
2 July, 1980.
Notice No. 8/1980.

PLAASLIKE BESTUUR VAN MACHADODORP.

KENNISGEWING VAN ALGEMENE EIENDOMSBELASTING EN VAN VASGESTELDE DAG VIR BETALING TEN OPSIGTE VAN DIE BOEKJAAR 1 JULIE 1980 TOT 30 JUNIE 1981.

(Regulasie 17).

Kennis word hierby gegee ingevolge artikel 26(2) van die Ordonnansie op Eiendomsbelasting van Plaaslike Bestuur, 1977 (Ordonnansie 11 van 1977), die volgende algemene eiendomsbelasting ten opsigte van die bogenoemde boekjaar gehef is op belasbare eiendom in die waarderingslys opgeteken:

Op die terreinwaarde van enige grond of reg in grond: 7,5 sent in die Rand.

Die bedrag verskuldig vir eiendomsbelasting, soos in artikel 27 van genoemde Ordonnansie beoog, is op 31 Oktober 1980 betaalbaar.

Rente teen 11,25% per jaar is op alle agterstallige bedrae na die vasgestelde dag hefbaar en wanbetalers is onderhewig aan regsproses vir die invordering van sodanige agterstallige bedrae.

D. E. ERASMUS.
Stadsklerk.
Munisipale Kantore,
Potgieterstraat,
Posbus 9,
Machadodorp.
1170.
2 Julie 1980.
Kennisgewing No. 8/1980.

LOCAL AUTHORITY OF MACHADO DORP.

NOTICE OF GENERAL RATE AND FIXED DAY FOR PAYMENT IN RESPECT OF FINANCIAL YEAR 1 JULY, 1980 TO 30 JUNE, 1981.

(Regulation 17).

Notice is hereby given that in terms of section 26(2) of the Local Authorities Rating Ordinance, 1977 (Ordinance 11 of 1977), the following general rate has been levied in respect of the abovementioned financial year on rateable property recorded in the valuation roll:

On the site value of any land or right in land: 7,5 cent in the Rand.

The amount due for rates as contemplated in section 27 of the said Ordinance shall be payable on 31 October, 1980.

Interest of 11,25% per annum is chargeable on all amounts in arrear after the fixed day and defaulters are liable to legal proceedings for recovery of such arrear amounts.

D. E. ERASMUS.
Town Clerk.
Municipal Offices,
Potgieter Street,
P.O. Box 9,
Machadodorp.
1170.
2 July, 1980.
Notice No. 8/1980.

VILLAGE COUNCIL OF MARBLE HALL.

AMENDMENT OF BY-LAWS.

Notice is hereby given in terms of section 96bis(2) of the local Government Ordinance 1939, as amended, that the Village Council of Marble Hall intends to amend the following By-laws.

1. Standard Library By-laws.

The Standard Library By-laws as published by Administrator's Notice 218 of 23 March, 1966, as amended, is further amended by Administrator's Notice 308 of 12 March, 1980 to provide for the Lending and control of music records and art reproductions.

2. Standard Milk By-laws.

The Standard Milk By-laws as published by Administrator's Notice 1024 of 11 August, 1971, as amended, is further amended by Administrator's Notice 404 of 2 April, 1980 to provide for the transport, storage and sale of ""Magou"" from and in premises who may store and sell milk.

3. Standard Financial By-laws.

The Standard Financial By-laws as published by Administrator's Notice 927 of 1

November, 1967, as amended, is further amended by Administrator's Notice 164' of 13 February, 1980 to eliminate the problems as experienced by local governments with the interpretation of section 63 of the By-laws in which a tally system to pay wages to employees are described.

Any person who wishes to lodge an objection against the amendment off the by-laws, may do so in writing to the Town Clerk within 14 days after publication of this notice.

F.H. SCHOLTZ,
Town Clerk.

Municipal Offices,
P.O. Box 111,
Marble Hall.
0450.
2 July, 1980.
Notice No. 17/1980.

DORPSRAAD VAN MARBLE HALL.
WYSIGING VAN VERORDENINGE:

Kennis geskied hiermee dat die Dorpsraad van Marble Hall van voorneme is om ingevolge artikel 96bis(2) van die Ordonnansie op Plaaslike Bestuur 1939, soos gewys, die volgende verordeninge te wysig:

1. Standaard Biblioteekverordeninge.

Die Standaard Biblioteekverordeninge afgekondig by Administrateurskennisgewing 218 van 23 Maart 1966, soos gewysig, is verder deur Administrateurskennisgewing 308 van 12 Maart 1980 gewysig ten einde voorseeing te maak vir die uitleen van en beheer oor plate en kunsaandrukke.

2. Standaard Melkverordeninge.

Die Standaard Melkverordeninge afgekondig by Administrateurskennisgewing 1024 van 11 Augustus 1971, soos gewysig, is verder gewysig by Administrateurskennisgewing 404 van 2 April 1980 ten einde dit vir melkerye monoliek te maak om ""Magou"" te vervoer, te berg en te verkoop op een vooruit en vraaf persie wat melk vervoer, berg en verkoopt.

3. Standaard Finansiële Verordeninge:

